name,ring,quadrant,isNew,description
OnPrem FaaS,Start,DevOps,FALSE,"<p><strong>AWS</strong> was the first provider to offer <em>functions as a service</em> already in <a href=""https://aws.amazon.com/releasenotes/release-aws-lambda-on-2014-11-13/"">Nov 2014</a>. AWS initially released AWS lambda as an event-driven provisioning/operations and took just under 3 years to become the standard name of serverless and FaaS offerings.</p>

<p>AWS, as it’s competitors, offer Lambdas (a.k.a functions), as a complementary to their BaaS offerings, stitching together services such as:</p>

<ul>
  <li>Incognito</li>
  <li>S3</li>
  <li>CloudFormation</li>
  <li>DynamoDB</li>
  <li>RDS and many more</li>
</ul>

<p>These integrations alongside Lambda’s “infinite” scalability and it’s newly introduced (at the time) “Price per 100ms” made it very popular among both startups achieving their MVP and enterprises wishing to scale out or experiment with Serverless and Micro Services Architectures.</p>

<p>AWS Lambda provides many organizations the ability to write functions in a variety of Software languages and integrates well with many frameworks and other IaaS/PaaS/BaaS services.</p>

<p>More about <a href=""https://aws.amazon.com/lambda/"">AWS Lamda here</a></p>

<p><strong>Google functions</strong> enable Serverless applications based on GCP IaaS offerings.</p>

<p><em>Cloud Functions</em> lets application developers spin up code <strong>on demand</strong> in response to events originating from any API / HTTP request. Serverless architectures utilizing Google Functions integrated with Google Endpoints and BaaS services could build applications that scale from zero to infinity, on-demand - without provisioning or managing a single server.</p>

<p>As other serverless and function providers, google’s functions are the best fitted for Backend services such as Firebase, Cloud Datastore, and ML solutions also offered by the GCP.</p>

<p>More info on google functions in the following <a href=""https://cloud.google.com/functions"">link</a></p>

<p><strong>opensource</strong> :
<strong>knative</strong>
https://knative.dev/docs/</p>

<p><strong>OpenFaaS</strong>
https://blog.alexellis.io/introducing-functions-as-a-service/</p>
"
presto,Start,Backend,FALSE,"<p>Presto is a meta-search engine. Its 2 killer features are:</p>

<ul>
  <li>Able to join from a multitude of different DBs (i.e. join a MySql table with a Hive table)</li>
  <li>Uses a distributed architecture to run the query so it is able to query very BIG amounts DATA without the need to use workarounds such as map/reduce or spark to run SQL queries</li>
</ul>

<p><strong>Why?</strong>
Because it is really nice to be able to query multiple databases and have the job run across several instances with nothing more than an SQL Query</p>
"
Progressive Web Apps,Start,Frontend,FALSE,"<p>Progressive Web Apps are user experiences that have the reach of the web, and are:</p>

<ul>
  <li>
    <p><strong>Reliable</strong> - Load instantly and never show the down sour, even in uncertain network conditions.</p>
  </li>
  <li>
    <p><strong>Fast</strong> - Respond quickly to user interactions with silky smooth animations and no janky scrolling.</p>
  </li>
  <li>
    <p><strong>Engaging</strong> - Feel like a natural app on the device, with immersive user experience.</p>
  </li>
</ul>

<p>This new level of quality allows Progressive Web Apps to earn a place on the user’s home screen.</p>

<p><a href=""https://medium.com/@firt/google-play-store-now-open-for-progressive-web-apps-ec6f3c6ff3cc"">more info</a></p>
"
React Hooks,Start,Frontend,FALSE,"<p>Hooks are a new addition in React 16.8. They let you use state and other React features without writing a class.</p>

<p>We like using hooks as they significantly reduce the amount of boilerplate code in the system. It also removes the dilemma of choosing the component type ahead of time and allows for easy functionality changes throughout the development of the app.</p>
"
Rollup - library bundling,Start,Frontend,FALSE,"<p>Rollup is a module bundler for JavaScript which compiles small pieces of code into something larger and more complex, such as a library or application. It uses the standardized ES module format for code, instead of previous idiosyncratic solutions such as CommonJS and AMD. ES modules let you freely and seamlessly combine the most useful individual functions from your favorite libraries. Rollup can optimize ES modules for faster native loading in modern browsers, or output a legacy module format allowing ES module workflows today.</p>
"
Saga Pattern,Start,Backend,FALSE,"<p>A saga is a sequence of local transactions where each transaction updates data within a single service. In a microservice architecture, each service in a saga performs its own transaction and publishes an event. The other services listen to that event and perform the next local transaction. If one transaction fails for some reason, the saga also executes compensating transactions to undo the impact of the preceding transactions. It is a very well-known pattern for solving the problem of <em>data consistency across micro-services.</em> The first paper about it was published back in 1987 and has been a popular solution since then.</p>

<p>Any solution which needs to guarantee data consistency across micro-services should start implementing this pattern as it solves many problems.</p>

<p>We are thinking the sagas are preferable approach to implement distributed transactions in MSA  than two pase commit. They are more robust and  scalable and also working much better for long running transactions.</p>
"
Server side rendering,Start,Frontend,FALSE,"<p>Although browsers are running more and more applications, and fewer and fewer websites, server-side rendering is still important for search engines, content previews when sharing apps, and it still makes our page load faster where static content is involved.</p>

<p>There are techniques for rendering content on the server-side which involves running client code on the server, for SEO and initial page load, which we may recommend to start using.</p>
"
Serverless DevOps Pipelines,Start,DevOps,FALSE,"<p>As the growth in popularity of Functions in General and Serverless architecture in specific, varying from Cloud Native/Cloud-based to On-Prem solutions. Serverless architecture and especially the “Function part” has become the go-to tool for many DevOps processes that need automating and in many cases act as the binding context of the by design “loosely coupled” architecture.</p>

<p>As we grow in event-driven processes we will see more and more functions listening on event streams such as SNS on AWS, or NATS, Kafka, etc on tools like OpenFaaS,Knative.
There tools/frameworks enable many DevOps teams to achieve their goals in a consistent, monitored and repetitive way, not to mention the replacement of many utilities such as CronJobs, etc.</p>
"
StencilJS,Start,Frontend,FALSE,"<p><strong><a href=""https://github.com/ionic-team/stencil"">Stencil</a></strong> is a Compiler for building Web Components that can be used in a JavaScript Projects(Angular, React, Vue) or in a vanilla project.
The produced code also includes:</p>

<ul>
  <li>A tiny virtual DOM layer</li>
  <li>Efficient one-way data binding</li>
  <li>An asynchronous rendering pipeline (similar to React Fiber)
Lazy-loading</li>
</ul>

<p><strong>Why</strong>
Stencil is a popular library, backed by plenty of community tutorials and answers around the web.</p>

<p><strong>Pros</strong>
Supports SSR + Hydration (Though all web components are natively capable of SSR + Hydration).</p>

<p><strong>Cons</strong>
Since stencil is a compiler, your code is being transformed, alongside a mandatory Virtual-DOM runtime that is required to run a single component.
Stencil components cannot run without the supporting virtual DOM.</p>
"
Streaming Architecture,Start,Backend,FALSE,"<p>With the need to give up to date results on large quantities of data, the community is moving from batch processing to stream processing.
When designing such a system, the lambda architecture needs to be revised. Issues such as process time vs event time need to be addressed from the beginning as part of the overall architecture.  In addition, how to deal with late data needs to be part of the architecture and not an afterthought.</p>

<p><strong>Why?</strong>
More and more companies are moving from batch processing to streaming. The full impact of this architecture needs to be taken into account</p>
"
Visual Testing,Start,Frontend,FALSE,"
"
Vue Composition API,Start,Frontend,FALSE,"<p>explained:
https://www.vuemastery.com/courses/vue-3-essentials/why-the-composition-api/
https://vue-composition-api-rfc.netlify.com/</p>
"
WebAssembly,Start,Frontend,FALSE,"<p><img src=""https://webassembly.org/css/webassembly.svg"" alt=""Logo"" /></p>

<p>Since HTML5 has come out, and the browsers have stopped running plugins, hosting non-javascript code in the browser may come alive with WebAssembly.</p>

<p>(From https://webassembly.org) 
WebAssembly (abbreviated Wasm) is a binary instruction format for a stack-based virtual machine. Wasm is designed as a portable target for compilation of high-level languages like C/C++/Rust, enabling deployment on the web for client and server applications.</p>

<p><strong>Why?</strong>
We want to promote web assembly since it enables heavy processing on the browser via an asynchronous parallel thread. it can be used to analyze and process almost everything including heavy graphics.</p>

"
WebRTC,Start,Frontend,FALSE,"
"
AI Managed Services,Try,Backend,FALSE,"<p>AI Managed Services or machine learning as a service (MLaaS) are various cloud-based platforms that cover most infrastructure issues such as data pre-processing, model training, model evaluation and serving
The leading cloud MLaaS services Amazon, Microsoft Azure, Google Cloud AI, IBM Watson</p>

<p>We suggest you try AI Managed Services because they have all that you need to manage a machine learning project. Makes it easy for machine learning developers, data scientists, and data engineers to take their ML projects from ideation to production.</p>
"
Android Automotive,Try,Mobile,FALSE,"<p>Android Automotive is a variation of Google’s Android operating system, tailored for its use in vehicle dashboards. Introduced in March 2017, the platform was developed by Google and Intel, together with car manufacturers such as Volvo and Audi. The project aims to provide an operating system codebase for vehicle manufacturers to develop their own versions of the operating system. Besides infotainment tasks, such as messaging, navigation and music playback, the operating system aims to handle vehicle-specific functions such as controlling the air conditioning.</p>

<p>Contrarily to Android Auto, Android Automotive is a full operating system running on the vehicle’s device, not relying on an external device to operate</p>

<p>We think it is time to learn and try building applications for Android Automotive</p>
"
ArchUnit,Try,Backend,FALSE,"<p><strong>ArchUnit</strong> is a free, simple and extensible library for checking the architecture of your Java code using any plain Java unit test framework. That is, ArchUnit can check dependencies between packages and classes, layers and slices, check for cyclic dependencies and more. It does so by analyzing given Java bytecode, importing all classes into a Java code structure.</p>

<p><strong>Why?</strong>
Because it’s  a really nice addition to our unit tests when we want to enforce a certain architecture</p>
"
AutoML,Try,Backend,FALSE,"<p>Despite the title, AutoML does not replace data scientist (at least at this stage)
It can rid you of manual work related to model selection and tuning. Also, it can partially help with feature selection. Even automate whole pipeline selection. But it can not help with business understanding or indicate that training dataset was biased 
There are plenty of AutoML tools either offline and cloud platform based.</p>

<p>The two general use-cases we find AutoML beneficial for are:</p>
<ol>
  <li>A data scientist can use it to automate daily tasks such as model selection and pipeline optimization</li>
  <li>Nonpro can use it at the initial stage of a project to test and decrease time to market</li>
</ol>

<p>We believe AutoML is definitely worth a try because it makes data processing accessible to more developers. It’s simple, flexible, uses fewer resources to uphold the performance and cost-effective.</p>
"
Benchmark,Try,Mobile,FALSE,"<p>The Jetpack Benchmark library allows you to quickly benchmark your Kotlin-based or Java-based code from within Android Studio. The library handles warmup, measures your code performance, and outputs benchmarking results to the Android Studio console.</p>

<p>Use cases include scrolling a RecyclerView, inflating a non-trivial View hierarchy, and performing database queries.</p>

<p>The Jetpack Benchmark library is still in RC and this is a good time to try and integrate small code blocks in your app.</p>
"
Berglas,Try,DevOps,FALSE,"<p><a href=""https://github.com/GoogleCloudPlatform/berglas"">Berglas</a> is a command-line tool and library for storing and retrieving secrets on <code class=""highlighter-rouge"">Google Cloud</code>. Secrets are encrypted with <strong>Cloud KMS</strong> and stored in <strong>Cloud Storage</strong>.</p>

<p>As a CLI, berglas automates the process of encrypting, decrypting, and storing data on Google Cloud.</p>

<p>As a library, berglas automates the inclusion of secrets into various Google Cloud runtimes</p>
"
Biometric Authentication,Try,Mobile,TRUE,"<p>One method of protecting sensitive information or premium content within your app is to request biometric authentication, such as using face recognition or fingerprint recognition.</p>

<p>Even though fingerprint authentication has been in Android for several years already, we need to add newer technologies to both improve sign-in and allow other options for user verification.
Users expect more control over their data in terms of privacy and security.</p>
"
CameraX,Try,Mobile,FALSE,"<p>CameraX is a Jetpack support library, built to help you make camera app development easier. It provides a consistent and easy-to-use API surface that works across most Android devices, with backward-compatibility to Android 5.0 (API level 21)</p>

<p>While it leverages the capabilities of camera2, it uses a simpler, uses a case-based approach that is lifecycle-aware. It also resolves device compatibility issues for you so that you don’t have to include device-specific code in your codebase. These features reduce the amount of code you need to write when adding camera capabilities to your app</p>

<p>Lastly, CameraX enables developers to leverage the same camera experiences and features that preinstalled camera apps provide, with as little as two lines of code. CameraX Extensions are optional add-ons that enable you to add effects like Portrait, HDR, Night, and Beauty within your application on supported devices.</p>

<p>The CameraX library is in the alpha stage, as its API surfaces aren’t yet finalized. That’s why we think is the time to try and play with it and get compatible with the future releases</p>
"
CockroachDB,Try,Backend,FALSE,"
<p><a href=""https://www.cockroachlabs.com/"">CockroachDB</a> is a distributed SQL database developed by Cockroach Labs. It is of a new breed of databases; the so-called “NewSQL” type. CockroachDB is a transactional database engine on top of a high-performance distributed key-value store that fully supports ANSI-SQL and ACID transactions. It can be deployed and used on-premise, in the cloud, or on top of a container/scheduler solution.
The beauty and simplicity of geo-distribution of the data enable for easy horizontal scale as your needs grow.</p>

<p>We recommend trying this interesting new DB as it looks very promising in solving many clustering, replication and HA issues in a simple manner.</p>
"
Cypress,Try,Frontend,FALSE,"<p><a href=""https://www.cypress.io/"">Cypress</a> is a framework for fast, easy and reliable testing for anything that runs in a browser. It is a one-stop-shop that can do e2e, integration, and unit testing.</p>

<p>Cypress is a JavaScript-based end to end testing framework that doesn’t use selenium at all. It is built on top of mocha which is a feature-rich JavaScript test framework running on Node.js and in the browser, making asynchronous testing simple and fun.
Cypress also uses Chai - a BDD / TDD assertion library for node and the browser that can be delightfully paired with any JavaScript testing framework.</p>

<p>Currently, Cypress only works in Chrome/chromium so for projects that require e2e tests in other browsers it is not an ideal solution. However, if your target browser is Chrome and this is definitely a very good solution for e2e, integration and unit testing of web apps</p>
"
Delta Lake,Try,Backend,FALSE,"<p>Delta Lake is a storage layer that brings ACID
transactions to Apache Spark and big data workloads. It allows storage options and operations that were missing since the start of the BigData era, mostly transaction-related options and storage updates, such as add, merge and delete.</p>

<p>The BigData world has sacrificed attributes such as ACID and updates for the sake of speed and volume. But, since the growth of computing power, libraries, and techniques, those important attributes can be used again, along with the challenge of ever-growing data volumes.
Delta Lake is an important endeavor, lead by DataBricks, to combine the important attributes of the traditional relational world with the power brought by BigData and parallel computing development of the past 10 years.</p>
"
Desktop PWA,Try,Frontend,FALSE,"<p><a href=""https://developers.google.com/web/progressive-web-apps/desktop"">PWA</a> may become THE way to develop hybrid applications for both mobile and web and now also desktop applications.</p>

<p>Starting in Chrome 73, Progressive Web Apps are now supported on all desktop platforms, including Chrome OS, Linux, Mac, and Windows.</p>

<p>The advantages of leveraging PWA for desktops are quite plain - it easily allows for code sharing with browser-based web-apps with minimal modifications to support desktop runtime.</p>

<p>This may be an easy-to-employ alternative to NW.js (previously known as node-webkit), Electron and other Nodejs based desktop frameworks.</p>
"
Draft,Try,DevOps,FALSE,"<p><a href=""https://draft.sh/"">Draft</a> makes it easy to build applications that run on Kubernetes. Draft targets the “inner loop” of a developer’s workflow: as they hack on code, but before code is committed to version control.</p>

<ul>
  <li><strong>draft create</strong> to containerize your app based on Draft packs.</li>
  <li><strong>draft up</strong> to deploy your application to a Kubernetes dev  sandbox, accessible via a public URL.</li>
  <li>Use a local editor to modify the application, with changes   deployed to Kubernetes in seconds.</li>
</ul>
"
DVC,Try,Backend,FALSE,"<p>In Machine Learning methodologies, Data Scientists may repeat the process of building a model in iterations, where they change the data-sets and the models that are generated.
DVC - Data Version Control - is a framework to manage revisions of Datasets and the models.
It uses git to store the model and the metadata of the dataset, and manage the revisions. 
At any point, you can go back to previous revisions of your ML process from the past.</p>

<p>Why?
Because in the Data Engineering world, it is important to be able to manage revisions of your dataset, in order to run cycles of Machine Learning that evolve through time.</p>
"
Eclipse MicroProfile,Try,Backend,FALSE,"<p>The <a href=""https://microprofile.io/"">Eclipse MicroProfile</a> is a set of specifications regarding Enterprise Java for a micro-services architecture. By adhering to this spec one can promise application portability across multiple MicroProfile runtimes. The specifications include the following specs: JAX-RS 2.0, CDI 1.1, JSON-P 1.0, Configuration 1.1, Fault Tolerance, JWT, Metrics, and Health Check, and even more.</p>

<p>We recommend to try this set of specifications as it is minimalist in nature and designed for the micro-service architecture which is very popular today. Many micro-frameworks have adopted the Eclipse MicroProfile as the governing spec.</p>
"
Evolutionary Architecture,Try,Backend,FALSE,"<p>In this new agile world, many people question the role of architecture. And certainly the pre-planned architecture vision couldn’t fit in with modern dynamism. But there is another approach to architecture, one that embraces change in the agile manner. In this view architecture is a constant effort, one that works closely with programming so that architecture can react both to changing requirements but also to feedback from programming. It is called “Evolutionary Architecture”, to highlight that while changes are unpredictable, architecture can still move in a better direction.</p>

<p>We put it on our Try category, as it brings new principles to the architecture world: “Bring the Pain Forward” and “Last Responsible Moment”</p>
"
Evolutionary Architecture,Try,DevOps,FALSE,"<p>In this new agile world, many people question the role of architecture. And certainly the pre-planned architecture vision couldn’t fit in with modern dynamism. But there is another approach to architecture, one that embraces change in the agile manner. In this view architecture is a constant effort, one that works closely with programming so that architecture can react both to changing requirements but also to feedback from programming. It is called “Evolutionary Architecture”, to highlight that while changes are unpredictable, architecture can still move in a better direction.</p>

<p>We put it on our Try category, as it brings new principles to the architecture world: “Bring the Pain Forward” and “Last Responsible Moment”</p>
"
Evolutionary Architecture,Try,Frontend,FALSE,"<p>In this new agile world, many people question the role of architecture. And certainly the pre-planned architecture vision couldn’t fit in with modern dynamism. But there is another approach to architecture, one that embraces change in the agile manner. In this view architecture is a constant effort, one that works closely with programming so that architecture can react both to changing requirements but also to feedback from programming. It is called “Evolutionary Architecture”, to highlight that while changes are unpredictable, architecture can still move in a better direction.</p>

<p>We put it on our Try category, as it brings new principles to the architecture world: “Bring the Pain Forward” and “Last Responsible Moment”</p>
"
Feature Modules,Try,Mobile,FALSE,"<p>Modules provide a container for your app’s source code, resource files, and app-level settings, such as the module-level build file and Android manifest file. Each module can be independently built, tested, and debugged.</p>

<p>Android Studio uses modules to make it easy to add new devices to your project. By following a few simple steps in Android Studio, you can create a module to contain code that’s specific to a device type, such as Wear OS or Android TV. Android Studio automatically creates module directories, such as source and resource directories, and default build.gradle file appropriate for the device type. Also, Android Studio creates device modules with recommended build configurations, such as using the Leanback library for Android TV modules.</p>

<p>Why should I Modularize my app?</p>
<ul>
  <li>Faster build times.</li>
  <li>Fine-grained dependency control.</li>
  <li>Improve reusability across other apps.</li>
  <li>Improves the ownership &amp; the quality of the codebase.</li>
  <li>Stricter boundaries when compared to packages.</li>
  <li>Encourages Open Source of the newly created libraries.</li>
  <li>Makes Instant Apps &amp; Dynamic Features possible (improving discoverability).</li>
</ul>

<p>We think it is a must in any Android project</p>
"
Flutter Provider Package,Try,Mobile,FALSE,"<p>Flutter Provider Package: 
A mixture of dependency injection (DI) and state management, built with widgets for widgets.</p>

<p>It purposefully uses widgets for DI/state management instead of dart-only classes like Stream. The reason is, widgets are very simple yet robust and scalable.</p>

<p>By using widgets for state management, the provider can guarantee:</p>

<p>maintainability, through a forced uni-directional data-flow
testability/composability, since it is always possible to mock/override a value
robustness, as it is harder to forget to handle the update scenario of a model/widget</p>

<p>As the Provider package becomes one of the most popular packages in Flutter which also adopted by google - it certainly should be tried in Flutter apps.</p>
"
Gaia,Try,DevOps,FALSE,"<p><a href=""https://github.com/gaia-pipeline/gaia"">Gaia</a> is an open-source automation platform that makes it easy and fun to build powerful pipelines in any programming language. Based on HashiCorp’s go-plugin and gRPC, gaia is efficient, fast, lightweight, and developer-friendly. Gaia is currently alpha!</p>

<p>Pipelines can be compiled locally or simply over the build system. Gaia clones the git repository and automatically builds the included pipeline. If a change (git push) happened, Gaia will automatically rebuild the pipeline for you*.</p>

<p>Gaia uses boltDB for storage. This makes the installation step super easy. No external database is currently required.</p>
"
GANS,Try,Backend,FALSE,"<p>Generative adversarial networks are a class of AI algorithms, used in unsupervised learning, implemented by two NNs competing with each other in a zero-sum game, one training does generate quality augmented data, while the other training to differentiate the real data from the fake data, creating an iterative process of improvement. While In practice, GANs are used mostly for data augmentation which is important for supervised learning tasks, there are many more possible uses for GANs in many other fields.
Real-life applications of GANs include:</p>
<ul>
  <li>Fashion, art, and advertising</li>
  <li>Video games</li>
  <li>Science</li>
</ul>

<p>One of the biggest problems in the field of data science is generating synthetic data. GANs are an interesting way to achieve it and thus gain popularity.</p>
"
Gardner,Try,DevOps,FALSE,"<p>“Universal Kubernetes at Scale” [ developed by SAP ]
Gardener implements the automated management and operation of Kubernetes clusters as a service and provides support for multiple cloud providers (Alicloud, AWS, Azure, GCP, OpenStack, …). Its main principle is to leverage Kubernetes concepts for all of its tasks.</p>

<p>In essence, Gardener is an extension API server that comes along with a bundle of custom controllers. It introduces new API objects in an existing Kubernetes cluster (which is called garden cluster) in order to use them for the management of end-user Kubernetes clusters (which are called shoot clusters). These shoot clusters are described via declarative cluster specifications which are observed by the controllers. They will bring up the clusters, reconcile their state, perform automated updates and make sure they are always up and running.</p>
"
GitHub Package Registry,Try,DevOps,FALSE,"<p>GitHub Package Registry is a software package hosting service, similar to npmjs.org, rubygems.org, or hub.docker.com, which allows you to develop your code and host your packages in one place. You can host software packages privately or publicly and use them as dependencies in your projects.</p>

<p>GitHub Package Registry uses the native package tooling commands you’re already familiar with to publish, query, download, and change package versions and currently supports the following clients and formats: npm, gem, mvn, docker and nugat.</p>

<p>This approach can be useful when you want to host deployed artifacts next to their sources or when an artifact repository is unavailable or you don’t want to maintain one.</p>
"
Google AR,Try,Mobile,FALSE,"<p>ARCore is Google’s platform for building augmented reality experiences. Using different APIs, ARCore enables your phone to sense its environment, understand the world and interact with information. Some of the APIs are available across Android and iOS to enable shared AR experiences.</p>

<p>ARCore uses three key capabilities to integrate virtual content with the real world as seen through your phone’s camera:</p>
<ul>
  <li><strong>Motion tracking</strong> allows the phone to understand and track its position relative to the world.</li>
  <li><strong>Environmental understanding</strong> allows the phone to detect the size and location of all types of surfaces: horizontal, vertical and angled surfaces like the ground, a coffee table or walls.</li>
  <li><strong>Light estimation</strong> allows the phone to estimate the environment’s current lighting conditions.</li>
</ul>

<p><strong>Why</strong></p>

<ul>
  <li>
    <p>AR enhances the user experience.</p>
  </li>
  <li>
    <p>The technology is supported by Google themselves.</p>
  </li>
  <li>
    <p>Not every device supports ARCore.</p>
  </li>
  <li>
    <p>Need to install Google AR services.</p>
  </li>
</ul>
"
Google Assistant,Try,Mobile,FALSE,"<p>Did a course on Udemy about dialog flow.
Created a chatbot in facebook using dialog flow (a part of the course), in 2 phases:</p>
<ol>
  <li>Dialog flow + facebook only (direct)</li>
  <li>Dialog flow + NodeJS + facebook (middle-ware).
Started a course on google assistant. 
Next Item: create a small project by incorporating google assistant, dialog flow and some server-side (serverless? NodeJS?).
Possible problems:
    <ul>
      <li>Google’s assistant is locale-specific. We need to find a way to install it on mobile.</li>
    </ul>
  </li>
</ol>

<p><strong>Why?</strong>
Google assistant is leading the competition when compared to Cortana (Microsoft) , Siri (Apple), and Alexa(Amazon).
We already did some important research on the subject with presentations, workshops and even a fuze day on Tikal. Keeping tabs on it and playing with it further (for example - google sign in, oauth, surface switching, sentiment analysis, etc…) will give us a good insight into the Converstational UI as a whole.</p>
"
GraalVM,Try,Backend,FALSE,"<p>GraalVM is a <strong>Polyglot</strong> universal virtual machine for running applications written in JavaScript, Python, Ruby, R, JVM-based languages like Java, Scala, Kotlin, Clojure, and LLVM-based languages such as C and C++. It removes the isolation between programming languages and enables interoperability in a shared runtime.</p>

<p>It enables you to write polyglot applications and also to compile your application into a native image. Native images compiled with GraalVM ahead-of-time improve the startup time and reduce the memory footprint of JVM-based applications.</p>

<p>GraalVM is based on the Graal JIT compiler which is currently, as of Java 11, being used as an experimental JIT compiler for the JVM instead of the famous c2 JIT compiler, but only for those enabling this feature.</p>

<p>We highly recommend trying this incredible software as it is already used in production environments such as twitter and it looks very promising for the near future and beyond.</p>
"
Grafeas,Try,DevOps,FALSE,"<p><a href=""https://github.com/grafeas/grafeas"">Grafeas</a> (“scribe” in Greek) is an open-source artifact metadata API that provides a uniform way to audit and govern your software supply chain. Grafeas defines an API spec for managing metadata about software resources, such as container images, Virtual Machine (VM) images, JAR files, and scripts. You can use Grafeas to define and aggregate information about your project’s components. Grafeas provides organizations with a central source of truth for tracking and enforcing policies across an ever-growing set of software development teams and pipelines. Build, auditing, and compliance tools can use the Grafeas API to store, query, and retrieve comprehensive metadata on software components of all kinds.</p>

<p>This tool is usually a prep for something like Kurtis which helps make sure unsigned vulnerabilities are deployed.</p>
"
Gravity,Try,DevOps,FALSE,"<p>Gravity is a toolkit for creating (and using)  self contain “image” that enables installation and management of application on Kubernetes clusters. 
Using a (YAML based) cluster descriptor, Gravity can run pre-flight tests on your nodes and enable you to add and manage all your cluster resources.
Gravity will run on any cloud but its main use case is on-prem infrastructure. It can be used for creating appliances that can be used on air-gaped networks.</p>
"
Harbor,Try,DevOps,FALSE,"<p>Harbor is an open-source cloud-native registry that stores, signs, and scans container images for vulnerabilities.</p>

<p>Harbor solves common challenges by delivering trust, compliance, performance, and interoperability. It fills a gap for organizations and applications that cannot use a public or cloud-based registry or want a consistent experience across clouds.</p>

<p>Harbor is a private registry for docker images and helm charts with user management support, It can manage and synchronize multiple docker registries in different regions.</p>

<p>In summary, if you need a private docker hub like ECR, DockerHub.
Harbor is a good candidate.</p>
"
Instant Apps,Try,Mobile,FALSE,"<p>Google Play Instant enables native apps and games to launch on devices running Android 5.0 (API level 21) without being installed. You can build these types of experiences, called instant apps and instant games, using Android Studio. By allowing users to run an instant app or instant game, known as providing an instant experience, you improve your app or game’s discovery, which helps drive more installations and acquire more active users.</p>

<p>Google Play Instant provides rich, native experiences at the tap of a web link. People can experience your app without upfront installation, enabling a higher level and quality of engagement. To make an instant app load as quickly as a typical mobile webpage does, though, you need to create a well-structured, efficient instant app. The smaller your instant app’s binary, the faster it loads and the smoother the user experience is.</p>

<p>We categorize it as try for our opinion it a new technology we think is a good time for use if it fits your app.</p>
"
JAEGER,Try,Backend,FALSE,"
<p><a href=""https://www.jaegertracing.io/"">Jaeger</a> is an open-source, distributed tracing system which was developed by Uber.</p>

<p>In a microservice architecture, in an environment where we have many intertwined microservices working together, it’s almost impossible to map the inter-dependencies of these services and understand the execution of a request unless you use a distributed log tracing system. The two most popular and practical tracing tools are Zipkin and Jaeger.</p>

<p>Jaeger addresses the following problems:</p>
<ul>
  <li>Distributed context propagation</li>
  <li>Distributed transaction monitoring</li>
  <li>Root cause analysis</li>
  <li>Service dependency analysis</li>
  <li>Performance / latency optimization</li>
</ul>

<p>We recommend trying this technology since Jaeger is supported by the Cloud Native Computing Foundation (CNCF) as an incubating project. Furthermore, its preferred deployment method is actually Kubernetes if your deployment is based on Kubernetes this tool will fit in nicely.</p>

"
k3s,Try,DevOps,FALSE,"<p><a href=""https://k3s.io/?ref=stackshare"">k3s</a> is wrapped in a simple package that reduces the dependencies and steps needed to run a production Kubernetes cluster. Packaged as a single binary, k3s makes installation and upgrade as simple as copying a file. TLS certificates are automatically generated to ensure that all communication is secure by default.</p>

<p>Used in Edge &amp; IoT to enable a standard distro across the board.</p>
"
Kapitan,Try,DevOps,FALSE,"<p><strong>Source</strong>: https://github.com/deepmind/kapitan 
<strong>Description</strong>: Kapitan is a tool to manage complex deployments using jsonnet and jinja2.</p>

<p>Use Kapitan to manage your Kubernetes manifests, your documentation, your Terraform configuration or even simplify your scripts.</p>
"
Keycloak,Try,DevOps,FALSE,"<p><a href=""https://www.keycloak.org/"">Keycloak</a> is an open-source Identity and Access Management solution aimed at modern applications and services. It makes it easy to secure applications and services with little to no code.</p>

<p>This page gives a brief introduction to Keycloak and some of the features. For a full list of features refer to the documentation.</p>

<p>Trying Keycloak is quick and easy. Take a look at the Getting Started tutorial for details.</p>
"
Kotlin for Backend,Try,Backend,FALSE,"<p>Kotlin is a general-purpose, open-source, statically typed “pragmatic” programming language for the JVM that combines object-oriented and functional programming features. It is focused on interoperability, safety, clarity, and tooling support.
It is fully interoperable with Java code and libraries and as such, it is beginning to be the language of choice for many JVM based projects.</p>

<p>Although it is widely used for mobile development, its adoption for a system backend language is still to be seen.</p>
"
Kotlin Koin,Try,Mobile,FALSE,"<p>A pragmatic lightweight dependency injection framework for Kotlin developers.</p>

<p>Written in pure Kotlin, using functional resolution only: no proxy, no code generation, no reflection.</p>
"
Kotlin Server Frameworks,Try,Backend,FALSE,"<p>Kotlin is a great fit for developing server-side applications, allowing you to write concise and expressive code while maintaining full compatibility with existing Java-based technology stacks and a smooth learning curve
Just like any other that is extensively used for building servers, Kotlin has its own of a set of frameworks designed to ease the implementation of servers:</p>

<p>Spring makes use of Kotlin’s language features to offer more concise APIs, starting with version 5.0. The online project generator allows you to quickly generate a new project in Kotlin.</p>

<p>Vert.x, a framework for building reactive Web applications on the JVM, offers dedicated support for Kotlin, including full documentation.</p>

<p>Ktor is a framework built by JetBrains for creating Web applications in Kotlin, making use of coroutines for high scalability and offering an easy-to-use and idiomatic API.</p>

<p>kotlinx.html is a DSL that can be used to build HTML in a Web application. It serves as an alternative to traditional templating systems such as JSP and FreeMarker.</p>

<p>We should try it because if you work with Kotlin on the backend there’s a good chance that you will want to leverage one of those.</p>
"
